10027.32,537.44,11598.07,11401.97,15163.47,5423.21,3683.57,2549.91,1022.30,106.57,255.30,185.65,157.80,161.30,53.39,29.32,60.94,132.20,99.78,107.84,85.24,145.85,173.59,181.61,143.17,96.71,104.07,158.97,237.09,188.79,162.50,141.62,194.32,231.35,319.29,511.59,1201.19,904.08,436.54,384.80,297.45,241.07,226.75,222.74,217.59,206.16,294.70,256.69,198.00,210.18,231.05,147.91,86.37,37.62,128.68,327.49,248.76,60.61,44.03,69.83,401.86,739.34,285.89,36.22,17.59,18.27,35.41,23.26,31.74,45.66,41.51,14.59,7.03,34.58,74.30,37.13,80.17,114.08,59.39,17.83,32.49,76.46,177.88,152.34,69.95,21.29,26.84,83.19,63.10,58.81,76.31,73.99,93.72,124.01,37.19,49.96,88.55,73.92,83.97,84.25,59.70,111.03,128.66,129.32,112.90,94.31,121.58,107.65,76.30,81.53,73.61,185.66,71.08,14.69,79.00,170.47,69.49,177.69,123.28,132.30,406.70,406.72,266.73,93.68,41.12,135.82,129.78,93.57,89.76,93.57,129.78,135.82,41.12,93.68,266.73,406.72,406.70,132.30,123.28,177.69,69.49,170.47,79.00,14.69,71.08,185.66,73.61,81.53,76.30,107.65,121.58,94.31,112.90,129.32,128.66,111.03,59.70,84.25,83.97,73.92,88.55,49.96,37.19,124.01,93.72,73.99,76.31,58.81,63.10,83.19,26.84,21.29,69.95,152.34,177.88,76.46,32.49,17.83,59.39,114.08,80.17,37.13,74.30,34.58,7.03,14.59,41.51,45.66,31.74,23.26,35.41,18.27,17.59,36.22,285.89,739.34,401.86,69.83,44.03,60.61,248.76,327.49,128.68,37.62,86.37,147.91,231.05,210.18,198.00,256.69,294.70,206.16,217.59,222.74,226.75,241.07,297.45,384.80,436.54,904.08,1201.19,511.59,319.29,231.35,194.32,141.62,162.50,188.79,237.09,158.97,104.07,96.71,143.17,181.61,173.59,145.85,85.24,107.84,99.78,132.20,60.94,29.32,53.39,161.30,157.80,185.65,255.30,106.57,1022.30,2549.91,3683.57,5423.21,15163.47,11401.97,11598.07,537.44
8359.21,1752.95,12234.27,10010.71,12427.77,5048.58,2478.71,1269.93,612.86,313.89,133.31,96.87,55.70,74.38,80.69,67.94,66.22,74.94,75.48,53.61,36.94,63.69,115.25,91.60,73.31,57.03,45.42,45.06,82.86,95.67,79.66,68.09,117.33,147.01,174.43,172.13,396.14,132.74,200.67,127.20,50.55,27.81,36.40,29.25,43.75,51.68,31.47,19.46,64.98,53.05,22.91,6.86,4.75,11.66,20.83,19.31,30.83,13.28,13.49,20.00,28.82,12.64,11.98,7.67,14.49,8.16,15.99,10.28,22.78,21.41,11.59,2.21,8.83,5.66,8.68,12.89,36.40,19.83,36.46,22.41,6.68,18.88,37.45,39.65,52.12,54.64,88.37,69.00,79.78,90.39,84.95,80.86,119.55,107.28,49.28,29.22,46.50,13.44,19.46,34.52,44.06,81.01,63.23,36.52,29.30,42.40,23.68,75.32,95.50,128.08,85.24,229.67,230.74,389.72,243.37,236.98,167.67,84.99,205.05,361.96,163.33,59.84,86.68,81.39,99.79,115.81,169.50,103.25,21.98,103.25,169.50,115.81,99.79,81.39,86.68,59.84,163.33,361.96,205.05,84.99,167.67,236.98,243.37,389.72,230.74,229.67,85.24,128.08,95.50,75.32,23.68,42.40,29.30,36.52,63.23,81.01,44.06,34.52,19.46,13.44,46.50,29.22,49.28,107.28,119.55,80.86,84.95,90.39,79.78,69.00,88.37,54.64,52.12,39.65,37.45,18.88,6.68,22.41,36.46,19.83,36.40,12.89,8.68,5.66,8.83,2.21,11.59,21.41,22.78,10.28,15.99,8.16,14.49,7.67,11.98,12.64,28.82,20.00,13.49,13.28,30.83,19.31,20.83,11.66,4.75,6.86,22.91,53.05,64.98,19.46,31.47,51.68,43.75,29.25,36.40,27.81,50.55,127.20,200.67,132.74,396.14,172.13,174.43,147.01,117.33,68.09,79.66,95.67,82.86,45.06,45.42,57.03,73.31,91.60,115.25,63.69,36.94,53.61,75.48,74.94,66.22,67.94,80.69,74.38,55.70,96.87,133.31,313.89,612.86,1269.93,2478.71,5048.58,12427.77,10010.71,12234.27,1752.95
1690.95,4731.15,12959.84,9837.91,9171.16,3200.17,2654.70,1506.16,797.09,263.33,196.41,168.90,164.45,82.40,101.87,111.31,97.51,92.25,73.14,56.34,27.76,39.87,56.94,42.47,82.64,64.20,58.62,59.03,66.43,67.83,107.89,92.86,109.24,141.93,224.50,304.37,313.33,106.36,176.42,101.15,107.52,86.83,91.42,62.55,60.80,50.85,39.56,16.97,52.43,35.93,21.34,8.05,27.89,18.26,24.23,22.88,27.60,17.77,40.27,32.10,14.31,29.46,8.85,15.38,17.45,6.63,12.05,6.05,14.47,3.48,3.70,1.06,8.93,8.50,11.84,14.91,12.62,18.47,17.25,31.55,21.47,6.42,25.27,23.14,18.42,35.55,43.79,24.38,37.10,77.18,90.59,123.48,168.77,159.88,63.12,61.75,42.68,99.21,92.25,28.49,45.64,126.41,169.05,169.51,97.86,72.73,96.39,145.19,132.24,178.50,231.06,225.05,293.91,296.27,377.03,334.73,211.57,144.15,284.14,212.31,154.71,221.72,200.52,90.27,117.67,51.13,65.07,94.13,47.15,94.13,65.07,51.13,117.67,90.27,200.52,221.72,154.71,212.31,284.14,144.15,211.57,334.73,377.03,296.27,293.91,225.05,231.06,178.50,132.24,145.19,96.39,72.73,97.86,169.51,169.05,126.41,45.64,28.49,92.25,99.21,42.68,61.75,63.12,159.88,168.77,123.48,90.59,77.18,37.10,24.38,43.79,35.55,18.42,23.14,25.27,6.42,21.47,31.55,17.25,18.47,12.62,14.91,11.84,8.50,8.93,1.06,3.70,3.48,14.47,6.05,12.05,6.63,17.45,15.38,8.85,29.46,14.31,32.10,40.27,17.77,27.60,22.88,24.23,18.26,27.89,8.05,21.34,35.93,52.43,16.97,39.56,50.85,60.80,62.55,91.42,86.83,107.52,101.15,176.42,106.36,313.33,304.37,224.50,141.93,109.24,92.86,107.89,67.83,66.43,59.03,58.62,64.20,82.64,42.47,56.94,39.87,27.76,56.34,73.14,92.25,97.51,111.31,101.87,82.40,164.45,168.90,196.41,263.33,797.09,1506.16,2654.70,3200.17,9171.16,9837.91,12959.84,4731.15
1005.34,5660.03,15130.66,1770.09,15439.67,8816.66,2932.60,1277.51,433.71,248.28,81.75,69.29,68.50,57.21,58.66,29.41,9.95,19.71,48.41,38.37,25.23,20.12,79.93,90.18,25.51,48.42,39.20,76.39,44.10,93.14,28.71,84.84,72.95,166.42,91.36,287.87,182.90,270.13,109.59,105.78,35.50,33.70,20.80,44.61,17.68,37.17,45.13,36.29,24.37,27.50,42.13,46.86,31.58,6.88,2.04,14.02,11.52,11.34,16.21,20.52,14.02,10.33,14.94,13.39,14.18,11.08,17.48,20.19,13.41,5.27,2.70,3.40,4.05,7.51,13.85,8.34,2.96,5.68,8.29,12.04,6.71,9.94,11.59,20.77,27.78,21.66,23.27,29.98,34.23,27.18,34.04,35.59,101.77,95.84,18.77,14.28,20.23,41.08,11.48,39.86,35.16,81.56,40.72,38.61,48.13,49.15,69.42,13.59,66.61,40.03,60.86,90.28,73.10,159.42,110.56,104.13,79.53,48.25,71.40,12.58,42.69,2.11,55.29,24.01,36.47,30.21,27.44,38.54,4.43,38.54,27.44,30.21,36.47,24.01,55.29,2.11,42.69,12.58,71.40,48.25,79.53,104.13,110.56,159.42,73.10,90.28,60.86,40.03,66.61,13.59,69.42,49.15,48.13,38.61,40.72,81.56,35.16,39.86,11.48,41.08,20.23,14.28,18.77,95.84,101.77,35.59,34.04,27.18,34.23,29.98,23.27,21.66,27.78,20.77,11.59,9.94,6.71,12.04,8.29,5.68,2.96,8.34,13.85,7.51,4.05,3.40,2.70,5.27,13.41,20.19,17.48,11.08,14.18,13.39,14.94,10.33,14.02,20.52,16.21,11.34,11.52,14.02,2.04,6.88,31.58,46.86,42.13,27.50,24.37,36.29,45.13,37.17,17.68,44.61,20.80,33.70,35.50,105.78,109.59,270.13,182.90,287.87,91.36,166.42,72.95,84.84,28.71,93.14,44.10,76.39,39.20,48.42,25.51,90.18,79.93,20.12,25.23,38.37,48.41,19.71,9.95,29.41,58.66,57.21,68.50,69.29,81.75,248.28,433.71,1277.51,2932.60,8816.66,15439.67,1770.09,15130.66,5660.03
1562.40,5232.17,14894.93,4920.32,15875.48,9862.95,1395.36,892.03,279.33,282.05,59.81,122.73,76.10,55.51,84.41,130.01,28.52,62.70,51.41,9.12,13.92,87.36,15.41,48.14,53.66,77.71,103.58,79.01,45.49,102.70,153.88,100.64,181.77,215.79,343.71,473.61,692.15,392.30,241.03,73.61,167.15,130.36,67.35,72.93,129.27,98.19,124.14,125.76,126.83,158.79,125.57,83.81,55.31,21.39,21.02,26.01,3.73,22.75,29.84,18.54,19.53,12.91,8.57,15.08,10.62,1.38,26.30,8.33,25.85,6.67,17.36,4.55,14.02,22.98,8.24,14.22,16.75,18.27,26.78,8.93,18.95,10.84,36.09,24.71,38.41,61.52,59.94,97.03,37.30,73.13,92.07,95.14,117.90,131.73,76.80,47.41,14.26,46.60,44.18,35.38,47.65,82.30,64.98,25.95,55.07,31.71,49.80,86.50,76.97,75.25,72.82,65.82,101.45,63.65,109.15,70.28,44.30,107.50,80.26,118.90,48.74,43.73,34.88,35.66,31.31,29.21,5.19,16.28,31.01,16.28,5.19,29.21,31.31,35.66,34.88,43.73,48.74,118.90,80.26,107.50,44.30,70.28,109.15,63.65,101.45,65.82,72.82,75.25,76.97,86.50,49.80,31.71,55.07,25.95,64.98,82.30,47.65,35.38,44.18,46.60,14.26,47.41,76.80,131.73,117.90,95.14,92.07,73.13,37.30,97.03,59.94,61.52,38.41,24.71,36.09,10.84,18.95,8.93,26.78,18.27,16.75,14.22,8.24,22.98,14.02,4.55,17.36,6.67,25.85,8.33,26.30,1.38,10.62,15.08,8.57,12.91,19.53,18.54,29.84,22.75,3.73,26.01,21.02,21.39,55.31,83.81,125.57,158.79,126.83,125.76,124.14,98.19,129.27,72.93,67.35,130.36,167.15,73.61,241.03,392.30,692.15,473.61,343.71,215.79,181.77,100.64,153.88,102.70,45.49,79.01,103.58,77.71,53.66,48.14,15.41,87.36,13.92,9.12,51.41,62.70,28.52,130.01,84.41,55.51,76.10,122.73,59.81,282.05,279.33,892.03,1395.36,9862.95,15875.48,4920.32,14894.93,5232.17
1215.15,1790.63,2940.32,2274.41,12913.51,8965.33,420.89,435.27,59.32,211.27,33.35,160.85,55.38,117.08,85.92,41.52,79.20,39.24,81.60,46.85,43.65,139.53,79.69,20.08,59.01,49.77,90.07,92.72,82.40,48.32,140.34,28.69,188.29,117.16,225.25,80.98,872.76,836.73,115.88,110.45,22.62,72.08,21.65,47.60,17.68,73.83,10.36,88.06,42.36,159.74,99.97,111.64,100.53,63.31,57.80,21.83,44.37,9.54,50.26,47.27,16.56,2.45,8.62,13.84,10.04,1.34,13.72,23.66,5.71,5.25,13.40,13.01,14.01,21.78,9.60,21.68,26.25,5.43,17.21,27.90,10.35,9.47,27.82,78.65,18.30,78.88,77.28,43.08,85.92,27.61,75.03,12.60,65.00,37.56,46.90,16.40,63.76,38.56,58.49,35.22,86.75,125.35,55.23,92.82,53.18,31.99,14.13,55.75,79.56,89.91,116.79,114.54,96.50,223.57,268.05,107.00,300.50,168.26,251.05,64.61,137.28,46.97,69.92,63.41,85.77,57.21,8.23,29.88,9.72,29.88,8.23,57.21,85.77,63.41,69.92,46.97,137.28,64.61,251.05,168.26,300.50,107.00,268.05,223.57,96.50,114.54,116.79,89.91,79.56,55.75,14.13,31.99,53.18,92.82,55.23,125.35,86.75,35.22,58.49,38.56,63.76,16.40,46.90,37.56,65.00,12.60,75.03,27.61,85.92,43.08,77.28,78.88,18.30,78.65,27.82,9.47,10.35,27.90,17.21,5.43,26.25,21.68,9.60,21.78,14.01,13.01,13.40,5.25,5.71,23.66,13.72,1.34,10.04,13.84,8.62,2.45,16.56,47.27,50.26,9.54,44.37,21.83,57.80,63.31,100.53,111.64,99.97,159.74,42.36,88.06,10.36,73.83,17.68,47.60,21.65,72.08,22.62,110.45,115.88,836.73,872.76,80.98,225.25,117.16,188.29,28.69,140.34,48.32,82.40,92.72,90.07,49.77,59.01,20.08,79.69,139.53,43.65,46.85,81.60,39.24,79.20,41.52,85.92,117.08,55.38,160.85,33.35,211.27,59.32,435.27,420.89,8965.33,12913.51,2274.41,2940.32,1790.63
1130.43,1598.96,6139.77,5163.86,4942.52,5841.60,1579.98,666.55,265.08,89.94,58.14,34.51,101.35,9.62,69.59,11.77,81.35,29.38,45.50,16.59,24.30,61.45,16.13,51.98,34.93,45.23,22.71,40.82,29.30,59.63,38.04,57.48,32.30,82.64,98.33,226.66,69.08,524.13,506.90,186.92,129.56,67.73,70.59,54.23,61.73,83.44,45.86,54.18,41.84,123.62,124.46,169.66,133.80,37.19,34.81,26.41,78.71,50.72,148.92,140.25,44.33,55.69,6.85,18.33,10.14,22.26,26.07,13.77,4.95,3.02,14.09,8.95,20.96,27.46,15.65,19.39,11.37,42.47,60.13,102.94,61.45,108.74,199.38,166.97,212.28,106.12,26.39,70.62,127.97,217.65,74.54,90.92,87.13,128.28,140.80,78.55,53.49,26.78,130.80,126.56,53.03,49.41,63.65,174.34,172.83,123.46,142.12,164.36,208.14,189.76,193.61,190.55,290.31,302.02,266.61,272.25,160.05,202.73,125.59,211.09,178.65,8.74,142.58,81.50,89.75,75.98,25.24,60.94,63.47,60.94,25.24,75.98,89.75,81.50,142.58,8.74,178.65,211.09,125.59,202.73,160.05,272.25,266.61,302.02,290.31,190.55,193.61,189.76,208.14,164.36,142.12,123.46,172.83,174.34,63.65,49.41,53.03,126.56,130.80,26.78,53.49,78.55,140.80,128.28,87.13,90.92,74.54,217.65,127.97,70.62,26.39,106.12,212.28,166.97,199.38,108.74,61.45,102.94,60.13,42.47,11.37,19.39,15.65,27.46,20.96,8.95,14.09,3.02,4.95,13.77,26.07,22.26,10.14,18.33,6.85,55.69,44.33,140.25,148.92,50.72,78.71,26.41,34.81,37.19,133.80,169.66,124.46,123.62,41.84,54.18,45.86,83.44,61.73,54.23,70.59,67.73,129.56,186.92,506.90,524.13,69.08,226.66,98.33,82.64,32.30,57.48,38.04,59.63,29.30,40.82,22.71,45.23,34.93,51.98,16.13,61.45,24.30,16.59,45.50,29.38,81.35,11.77,69.59,9.62,101.35,34.51,58.14,89.94,265.08,666.55,1579.98,5841.60,4942.52,5163.86,6139.77,1598.96
14.63,1651.83,8367.76,5987.91,3134.91,4633.12,789.91,789.33,282.40,33.50,39.52,33.45,56.76,28.35,31.49,15.57,77.01,77.69,11.22,6.75,9.65,9.94,32.78,73.23,41.70,24.86,17.58,33.31,75.60,5.98,55.87,35.05,96.95,88.28,126.28,193.06,226.37,703.10,339.63,50.04,32.59,19.73,62.16,9.64,51.26,53.00,75.01,51.86,63.19,56.15,90.59,190.78,56.44,96.24,68.78,46.53,54.28,86.51,186.04,72.05,92.92,62.58,20.17,21.60,16.94,7.42,14.81,3.73,4.06,6.03,1.85,16.04,18.10,18.78,23.58,29.40,32.95,31.89,14.34,10.27,41.11,110.57,57.81,73.91,58.30,12.77,40.18,30.25,56.63,49.96,68.76,113.24,53.26,114.32,32.80,11.01,31.17,102.53,105.60,68.52,47.81,97.90,157.49,112.98,85.43,78.60,58.65,36.29,124.32,208.43,80.32,131.93,186.28,182.59,167.95,167.74,390.44,194.16,210.38,275.94,142.82,24.79,118.30,132.62,129.68,19.47,34.87,42.60,78.56,42.60,34.87,19.47,129.68,132.62,118.30,24.79,142.82,275.94,210.38,194.16,390.44,167.74,167.95,182.59,186.28,131.93,80.32,208.43,124.32,36.29,58.65,78.60,85.43,112.98,157.49,97.90,47.81,68.52,105.60,102.53,31.17,11.01,32.80,114.32,53.26,113.24,68.76,49.96,56.63,30.25,40.18,12.77,58.30,73.91,57.81,110.57,41.11,10.27,14.34,31.89,32.95,29.40,23.58,18.78,18.10,16.04,1.85,6.03,4.06,3.73,14.81,7.42,16.94,21.60,20.17,62.58,92.92,72.05,186.04,86.51,54.28,46.53,68.78,96.24,56.44,190.78,90.59,56.15,63.19,51.86,75.01,53.00,51.26,9.64,62.16,19.73,32.59,50.04,339.63,703.10,226.37,193.06,126.28,88.28,96.95,35.05,55.87,5.98,75.60,33.31,17.58,24.86,41.70,73.23,32.78,9.94,9.65,6.75,11.22,77.69,77.01,15.57,31.49,28.35,56.76,33.45,39.52,33.50,282.40,789.33,789.91,4633.12,3134.91,5987.91,8367.76,1651.83
751.66,2158.37,7696.53,5932.03,4079.73,5181.79,1319.14,427.39,303.87,57.11,124.59,58.35,53.47,81.94,78.71,54.37,35.71,130.77,51.39,38.45,37.84,64.26,24.26,66.49,42.87,12.32,85.97,45.86,75.53,44.16,55.79,53.04,87.17,74.68,75.06,203.88,146.30,406.50,350.09,64.16,94.56,45.95,109.81,11.14,46.35,58.96,66.49,115.95,53.80,97.97,114.60,200.59,176.85,43.31,17.51,25.86,136.96,59.28,136.24,127.04,44.19,5.85,24.29,3.13,16.91,11.38,22.62,15.41,3.19,13.70,36.81,13.88,4.06,17.52,12.08,43.67,26.14,8.14,19.53,40.21,53.22,64.70,111.84,47.67,133.50,109.44,98.67,103.95,15.12,87.48,64.24,127.60,101.17,45.73,16.35,29.41,40.17,16.66,19.60,34.40,77.00,63.46,27.72,14.98,8.65,54.18,39.56,17.11,22.94,31.53,90.90,80.62,35.93,49.60,118.10,166.49,140.52,122.87,93.40,87.42,84.73,38.17,39.79,63.31,88.89,50.05,7.87,37.97,32.92,37.97,7.87,50.05,88.89,63.31,39.79,38.17,84.73,87.42,93.40,122.87,140.52,166.49,118.10,49.60,35.93,80.62,90.90,31.53,22.94,17.11,39.56,54.18,8.65,14.98,27.72,63.46,77.00,34.40,19.60,16.66,40.17,29.41,16.35,45.73,101.17,127.60,64.24,87.48,15.12,103.95,98.67,109.44,133.50,47.67,111.84,64.70,53.22,40.21,19.53,8.14,26.14,43.67,12.08,17.52,4.06,13.88,36.81,13.70,3.19,15.41,22.62,11.38,16.91,3.13,24.29,5.85,44.19,127.04,136.24,59.28,136.96,25.86,17.51,43.31,176.85,200.59,114.60,97.97,53.80,115.95,66.49,58.96,46.35,11.14,109.81,45.95,94.56,64.16,350.09,406.50,146.30,203.88,75.06,74.68,87.17,53.04,55.79,44.16,75.53,45.86,85.97,12.32,42.87,66.49,24.26,64.26,37.84,38.45,51.39,130.77,35.71,54.37,78.71,81.94,53.47,58.35,124.59,57.11,303.87,427.39,1319.14,5181.79,4079.73,5932.03,7696.53,2158.37
235.60,868.53,6759.12,6006.86,3532.76,5086.68,1524.81,508.72,220.28,79.14,115.54,113.87,70.25,101.88,45.40,85.23,95.25,46.99,29.25,107.86,16.36,98.36,20.58,51.31,39.75,47.48,45.06,34.53,40.54,59.66,5.11,77.40,18.70,91.50,115.27,247.35,434.03,123.52,112.74,52.61,107.11,78.22,27.59,81.54,27.80,96.53,49.09,25.40,84.82,60.26,195.89,85.30,71.26,47.83,29.63,69.68,56.79,224.16,127.71,39.00,36.30,28.31,9.18,26.50,7.32,17.66,20.88,2.69,26.96,18.10,21.65,26.47,16.19,14.48,23.52,11.34,18.01,17.93,8.00,19.64,27.15,33.98,34.43,53.05,56.93,31.80,41.49,27.37,11.55,32.13,20.03,50.78,53.39,15.78,14.03,26.98,21.68,23.50,6.96,11.54,70.62,26.53,19.54,15.50,5.34,61.20,16.71,71.42,77.34,27.09,54.64,94.91,147.62,162.42,180.97,256.17,249.74,225.51,96.17,100.31,123.54,97.05,26.61,23.51,76.21,84.46,59.56,33.97,22.65,33.97,59.56,84.46,76.21,23.51,26.61,97.05,123.54,100.31,96.17,225.51,249.74,256.17,180.97,162.42,147.62,94.91,54.64,27.09,77.34,71.42,16.71,61.20,5.34,15.50,19.54,26.53,70.62,11.54,6.96,23.50,21.68,26.98,14.03,15.78,53.39,50.78,20.03,32.13,11.55,27.37,41.49,31.80,56.93,53.05,34.43,33.98,27.15,19.64,8.00,17.93,18.01,11.34,23.52,14.48,16.19,26.47,21.65,18.10,26.96,2.69,20.88,17.66,7.32,26.50,9.18,28.31,36.30,39.00,127.71,224.16,56.79,69.68,29.63,47.83,71.26,85.30,195.89,60.26,84.82,25.40,49.09,96.53,27.80,81.54,27.59,78.22,107.11,52.61,112.74,123.52,434.03,247.35,115.27,91.50,18.70,77.40,5.11,59.66,40.54,34.53,45.06,47.48,39.75,51.31,20.58,98.36,16.36,107.86,29.25,46.99,95.25,85.23,45.40,101.88,70.25,113.87,115.54,79.14,220.28,508.72,1524.81,5086.68,3532.76,6006.86,6759.12,868.53
